@relation Bank_training_70pct.txt-weka.filters.unsupervised.attribute.RandomProjection-N11-R1-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute y {0,1}

@data
-7.714648,-1.03142,-2.530854,-0.738805,15.287936,-1.101084,-4.400765,1.338919,-6.2993,2.016436,-6.004691,0
-4.410674,0.837758,3.150372,-0.741801,20.45592,-2.389127,-1.287655,0.337731,-9.374313,7.670824,-7.191206,0
-6.845819,-4.434306,6.987998,-1.047698,13.561376,-5.915772,-0.146474,3.773557,-7.260814,5.778135,-4.199149,0
-7.699375,1.157026,14.178343,-1.148785,20.330838,2.696711,8.534304,12.817025,-15.019926,-1.058833,-11.127537,0
4.63509,-5.181677,9.782583,-1.642044,12.204812,-4.904818,-4.138673,10.578452,-3.717838,-4.339261,-5.8123,0
-2.765213,-5.789939,17.365773,-5.537164,24.048723,-4.221717,2.788313,21.053804,-18.337199,-6.286096,-13.225111,0
-1.619194,-4.391429,21.491297,-10.872831,17.269136,1.035356,16.384205,12.288056,-22.287588,4.587632,-7.332306,0
5.718453,-9.708934,7.152729,2.958176,13.284938,-11.386845,-16.208322,7.150861,4.527455,-4.644551,-5.82931,0
1.748212,-2.800036,6.819182,-0.429826,9.461569,1.738103,5.440653,2.110404,-13.994727,4.913069,-6.440785,1
-0.309051,-1.52966,13.765554,-9.273261,30.015861,-6.529027,0.625916,2.140899,-19.762838,8.743218,-8.003522,0
4.049418,-16.132033,-5.07496,1.299946,12.021247,-9.768565,-1.178919,0.027365,-0.78741,2.903064,-10.900947,1
1.274874,-5.385498,10.314121,-3.999237,10.703462,-3.289938,2.174236,12.285125,-12.930525,-1.873431,-7.800537,0
-2.159462,0.410134,2.976564,-3.906185,18.612262,-0.746537,1.570428,0.938167,-9.611004,4.156608,-6.045567,1
3.43414,-6.936261,3.9505,5.658876,7.046179,-7.680719,-11.75159,9.633797,3.926399,-6.208101,-4.092264,0
-4.285256,-5.256694,4.018462,7.784914,8.690805,-6.683502,-11.528109,8.776274,6.533554,-4.02511,-6.929047,0
2.382842,-12.830435,9.688414,7.803911,5.299644,-11.255567,-16.843057,11.292889,8.544132,-4.457828,-3.990949,1
-2.536336,-5.405609,19.193035,-0.739887,28.449561,-1.462799,-0.018559,21.39565,-16.092576,-4.830336,-13.480601,0
-3.825527,-3.025367,11.288622,-1.340117,28.206155,-9.477352,-11.229493,8.392524,-5.525911,-2.09076,-8.219427,0
1.977623,-7.591874,6.78854,2.062659,10.316966,-5.586657,-8.898203,5.052728,1.175395,-3.897556,-5.901946,1
-1.180147,-4.157958,4.333873,2.733805,3.798351,0.564731,1.573492,10.586906,-6.337724,-4.388546,-5.722799,0
5.892423,-3.798998,7.825332,-0.962184,7.6517,-0.757073,2.326859,10.95686,-8.837988,-7.252176,-7.361947,0
-1.426153,0.73635,3.150814,-2.152919,16.667416,-2.667576,-1.862361,1.204411,-9.814342,0.769738,-5.93243,0
5.973701,-9.671194,6.921623,0.645792,7.983076,-4.487904,-2.391452,5.645745,-6.854525,-0.74485,-7.132387,1
7.511199,-11.74035,8.804856,1.466449,16.902264,-10.192685,-15.33071,4.540635,2.395293,-6.703653,-8.989105,1
0.410055,-0.839749,7.179452,-0.31023,5.856652,3.022118,4.873447,7.007094,-6.50045,-6.161744,-5.300948,1
0.309943,-2.533839,4.72903,-2.615663,15.22665,-1.301551,-1.494366,1.212577,-6.103463,-4.629829,-6.868293,1
-4.730558,-0.86065,0.226668,0.816653,15.250685,-2.221105,-3.873844,-0.004028,-8.031387,2.492973,-5.75834,0
-4.641483,-10.009678,8.272436,5.818451,16.463363,-9.738468,-12.675468,9.696731,2.325354,-0.707101,-9.241311,0
4.283586,-6.314098,10.973676,-0.067234,11.104163,-5.427305,-5.275471,9.397793,-3.269604,-1.95071,-4.925459,1
3.817183,-3.319475,19.485737,-6.579629,14.934845,-4.498759,6.902962,6.952013,-18.456552,5.717396,-3.755656,1
1.443837,-4.296248,8.162246,0.404799,5.704107,3.484427,3.826581,6.551117,-6.489252,-3.696797,-6.572464,1
4.441249,-5.67123,2.181975,5.610327,1.554788,-2.621981,-5.860058,6.949934,2.0978,-6.514774,-3.790565,0
-3.422205,-2.910773,6.295774,7.762143,20.339386,-12.08926,-14.423408,7.763153,2.50565,1.840505,-8.94058,0
-8.327063,-3.238659,17.426345,-3.530938,20.097776,6.85338,15.780821,14.867785,-22.626248,1.053582,-11.601088,1
-6.647042,-1.46397,10.805397,3.557139,10.138598,0.769677,9.259699,15.44403,-11.506569,-1.154783,-11.894124,0
2.94099,-8.888294,8.132037,2.113669,6.364434,-7.282307,-9.293012,9.821475,4.038694,-6.831767,-4.766435,0
1.438296,-13.26287,3.904164,7.76707,10.976889,-14.333497,-13.645842,5.256372,3.796621,2.219912,-8.758303,1
-5.121334,-3.874506,23.290467,-6.408899,34.884207,0.766409,-0.015714,23.281102,-18.483208,-2.124627,-13.550809,0
-4.100888,2.986993,5.733843,-1.431688,25.714862,-4.024432,-5.602794,1.527056,-9.966713,3.948093,-5.954451,0
0.196539,-6.013024,6.176526,7.742379,7.268082,-5.727122,-10.634971,9.808377,2.980215,-5.060578,-4.780186,0
3.946392,-2.604581,5.562996,0.837458,4.346155,-1.155753,-0.715937,10.637342,-4.80227,-6.111961,-4.721101,0
-7.387219,-1.73071,12.012603,2.633724,21.431032,4.801336,-7.808744,20.006857,-8.550056,-2.417596,-10.108491,0
-1.865033,-8.564023,10.210683,1.544566,15.67308,-12.177107,-12.918087,7.507565,0.393566,-1.51947,-4.288132,0
-1.021511,1.18771,10.101083,-3.655392,20.827089,-2.704175,0.745449,5.449803,-13.194835,2.053277,-5.971767,0
1.689169,-4.329972,14.952176,-2.692915,27.733899,-4.003762,-3.961799,12.012848,-13.074623,0.049775,-10.893307,0
1.415401,-5.406981,12.848553,2.026088,7.126094,6.118454,7.000203,13.328253,-10.787632,-4.257881,-9.156818,0
3.374727,-5.102881,10.488989,0.858749,20.130114,-5.13197,-9.354501,9.469957,-5.381982,-0.641878,-7.818311,0
-2.944309,-6.459712,1.087614,-0.664745,18.107095,-5.376438,-3.505204,-2.948318,-8.78563,7.279491,-7.607538,1
-5.147769,-2.149371,0.317031,5.559557,16.932699,-12.253391,-18.329133,2.828414,7.470084,1.057657,-5.012211,0
-11.37485,-0.003466,14.343668,-4.670778,22.132462,6.008336,12.410186,15.275203,-20.434357,2.914804,-13.951118,0
-6.277673,-6.84029,16.855179,3.241421,20.08754,1.719676,-1.691927,19.05123,-8.693741,-7.403012,-13.40231,0
-2.87266,-8.863406,18.55394,-1.303069,24.59168,-3.095476,5.063552,24.778187,-18.050112,-1.806015,-20.362268,0
1.967877,-3.150734,13.551481,-3.427555,17.251025,2.211726,4.833309,11.218302,-13.589754,-2.530605,-9.49301,1
-2.666535,0.648368,7.603632,-1.005089,24.76719,-6.825543,-0.969506,0.414422,-11.51489,10.891227,-9.598172,0
1.742049,0.743067,9.100953,-3.775,17.710555,-1.174757,1.308052,7.408102,-10.334339,-3.507904,-6.601339,0
1.472334,-6.942001,4.146305,3.308559,1.59907,-0.368781,-2.366792,6.94592,0.017941,-3.917653,-4.398825,1
4.77595,-11.778169,6.668211,3.65009,9.522042,-4.866645,-8.588534,13.858849,-4.663146,-4.149747,-10.985168,0
-3.914581,-4.609736,5.169831,-0.360819,17.135772,-3.975803,-0.611459,4.069537,-11.993789,4.381276,-11.073584,1
2.312665,-6.199186,20.779811,-5.434125,16.97386,11.537656,19.106511,24.214266,-25.313457,-6.693542,-15.052056,1
-4.215212,-3.713414,10.605969,-0.011077,19.98485,-6.649381,-9.546611,14.211724,-1.660796,-5.461431,-7.559012,0
-2.372335,-3.287834,0.962403,9.199881,5.63759,0.032271,2.130612,5.431397,-6.23396,2.250114,-10.47408,0
2.831005,-6.639621,13.820209,-0.964322,16.14722,-2.048993,-1.511246,13.080983,-8.064814,-4.688662,-9.347917,0
-0.492259,-4.808388,15.766937,2.435144,8.919519,3.670688,4.964328,16.531092,-11.190195,-2.814514,-8.26826,0
-0.758101,-2.519159,5.85025,-3.451558,16.240307,-12.370892,-1.729361,-1.461523,-3.803172,10.291538,-4.726702,0
3.407766,-7.503045,8.688826,3.055246,13.996188,-6.417976,-8.91588,12.245028,-1.620402,-7.149616,-7.564453,0
2.549833,-11.741262,16.522002,3.788024,6.661858,-1.392038,-1.693544,20.327819,-2.798513,-10.156228,-9.667243,1
1.103516,-4.347376,7.718444,-1.39733,12.662771,-6.316327,-6.500483,7.637555,-1.440584,-2.571075,-4.433275,0
-8.447695,2.227042,10.628472,-0.257307,17.991799,1.29651,11.114225,11.983592,-16.79216,2.603311,-12.390471,0
-4.58229,-2.578646,7.305947,2.434975,24.621286,-9.53976,-15.045009,4.859189,-0.504761,4.827992,-7.229434,0
2.434943,-1.335194,8.355749,-0.958912,15.660435,1.212472,1.208875,6.096859,-11.198068,1.403969,-7.167783,1
-0.786907,-0.860849,1.332107,2.397486,13.067994,-4.245256,0.970412,3.808573,-7.762033,2.336544,-9.724316,0
-4.45223,-3.186178,20.240278,-2.739176,28.778015,6.717263,11.979716,22.299665,-28.541744,-2.007732,-16.832643,0
-6.956007,1.503152,8.701808,0.318689,30.522879,-1.843455,4.288917,8.205891,-20.241642,7.784318,-15.106266,0
-3.756376,-3.385165,0.258165,4.154618,4.105967,-2.063736,0.074624,3.318312,0.893255,1.722375,-5.228971,1
-3.133768,2.088369,0.63148,-1.553901,19.897216,-7.820305,-7.53323,-4.300459,-3.237655,7.710942,-4.184547,0
-3.986984,-2.256324,9.522345,3.752333,23.941621,-8.679536,-8.067857,12.82564,-3.009254,0.011102,-12.245674,0
2.111874,-4.454084,17.422765,-6.73745,20.746807,-1.055492,6.207296,8.663816,-18.652526,2.53668,-9.099994,1
2.150521,-1.750907,13.665387,-2.903686,18.58248,2.259608,8.078558,11.340033,-15.497961,-0.433715,-11.755885,1
-3.980622,-4.272231,12.048637,1.257696,17.671933,-2.888412,3.424472,14.346726,-9.233821,1.197551,-12.243292,1
-6.122086,0.595499,17.1742,-10.287004,35.205475,4.584673,13.252704,17.974191,-31.230206,0.372921,-15.052768,0
0.548627,-3.821378,12.045653,2.229117,8.915212,2.044451,3.025639,14.286467,-7.649636,-7.388402,-7.921779,0
1.727149,-6.698215,29.44733,-7.408589,36.038496,0.427168,7.917481,24.507501,-27.710804,-1.661111,-17.354143,0
-0.809347,-9.678036,6.090015,7.737093,10.157852,-7.032642,-14.380299,4.341179,5.694741,-7.346574,-7.208892,1
0.346882,-3.030816,5.456225,-0.981134,22.671123,-7.652089,-15.018839,5.066694,-0.628933,1.281901,-6.192322,0
-1.705643,3.135206,6.709828,-3.323821,14.609142,0.044336,2.790822,5.86238,-9.558321,-1.290897,-4.307965,0
1.02263,-7.27857,5.733996,-0.299367,25.714024,-11.521795,-12.689578,8.837962,-9.811024,-0.367525,-10.534977,0
1.977623,-7.591874,6.78854,2.062659,10.316966,-5.586657,-8.898203,5.052728,1.175395,-3.897556,-5.901946,1
2.779164,-19.910803,23.135337,1.345331,13.595347,-7.446738,4.958599,29.773585,-14.989656,-5.69119,-19.232269,0
-3.141019,-3.142991,5.620443,0.15813,23.179185,-9.285002,-13.56429,1.580664,-2.284947,3.884795,-5.37201,0
1.525281,-5.401125,2.259935,7.566455,3.465632,-5.220356,-7.76563,4.09217,3.880353,0.511163,-4.815875,0
2.847792,-16.954136,0.858777,5.437637,12.025662,-19.285725,-22.637333,2.464213,9.557922,-0.975793,-5.965739,1
-1.351785,-5.15065,4.336149,2.161351,14.233016,-4.835151,-8.508965,4.658455,-2.278644,1.37209,-5.272941,1
-5.74056,2.675147,4.521965,-1.351492,18.59949,-2.859335,1.624625,3.809286,-11.598049,3.703542,-7.691769,0
-0.004669,-10.748805,6.505145,5.234526,12.873245,-8.815631,-15.857646,3.430197,5.184004,-3.700485,-6.964565,1
1.157041,-7.967424,6.365777,5.213518,4.991693,1.845127,0.652522,0.437245,-0.702406,-9.169814,-11.279629,1
-1.535038,3.216736,3.949557,-5.230265,25.559568,-4.993144,-3.306219,0.623402,-13.550102,3.867328,-6.391864,0
-3.25147,-2.870789,23.153688,-3.870335,37.381194,-2.324569,0.507935,21.300503,-20.712459,-3.226196,-15.127623,0
1.487998,-0.11122,22.628321,-12.675787,34.353578,3.561245,22.474772,21.81018,-37.262182,2.024962,-21.589685,1
-3.559381,-5.734785,15.910267,-1.572028,23.736525,-5.463721,-7.065098,15.234319,-6.777592,-2.46888,-9.017091,0
1.683443,-0.4797,9.579043,-1.378481,15.210551,2.490779,3.853386,7.242213,-11.65405,-3.969694,-8.165548,1
5.598125,-8.483658,3.05986,2.709198,7.661351,-9.081717,-15.805862,6.185577,8.169577,-5.591468,-4.474977,0
-8.864689,0.730922,13.561774,-3.891044,24.461433,-0.17764,5.480188,10.065819,-14.659086,3.857914,-10.2603,1
-1.943629,-6.511023,1.867764,6.207518,8.275318,-12.500548,-15.950282,3.045745,9.453942,0.442578,-3.4821,0
4.722806,-10.116298,6.265896,3.76625,9.505608,-9.183468,-14.233063,5.631876,5.35337,-5.47653,-5.684653,1
1.722007,-14.015837,1.980379,2.714536,16.663657,-12.195062,-10.266385,9.306773,-7.586643,-0.331141,-11.047741,0
3.18415,-12.748369,6.144453,0.76866,6.36096,-6.05035,-8.131039,11.842033,-0.816677,-7.798839,-9.836719,0
-2.288564,-0.388301,13.11615,-1.2857,15.816777,-4.630465,7.03941,4.477709,-13.538772,7.011425,-8.140788,0
-2.325753,1.275682,5.00918,-0.804062,9.154854,3.479786,2.607384,6.996759,-5.987072,-3.722437,-5.430997,0
-3.278891,-1.755824,6.748499,-0.397215,16.834318,-2.146527,0.520805,-1.644607,-9.36053,6.632852,-7.802098,1
-2.08067,-5.84972,6.160705,1.712492,17.270254,-5.950126,-9.525345,6.303112,-2.871453,1.068608,-6.234463,0
5.172081,-16.740748,8.427904,6.014087,10.775168,-7.809515,-12.288756,8.454763,-1.177814,-11.694231,-13.7462,0
-2.182964,-2.81742,11.049672,-5.505117,16.823938,-4.715812,5.14986,0.077872,-14.763802,7.395974,-4.489286,1
-1.442995,-1.6085,11.397023,-3.279822,15.704476,2.991672,5.378076,8.396062,-12.620049,-0.816197,-8.029143,0
-3.758264,-3.620402,18.699065,-9.198681,27.684602,4.731268,8.86655,22.294191,-22.872108,-2.840372,-14.807763,0
-4.787161,2.494374,7.288643,-2.381737,20.589462,-1.462709,4.299866,6.673272,-14.904082,2.848755,-9.324564,0
-1.508522,-6.242622,15.223802,-1.087192,16.298195,-0.536327,0.699065,14.406264,-9.054174,-4.408124,-9.589045,1
4.058343,-13.221112,8.935988,8.718796,4.173788,-11.002154,-13.930413,13.418755,9.291225,-7.5177,-7.655396,1
-5.266383,3.604871,3.618913,-4.807295,24.677814,-4.556957,-2.986106,0.185369,-12.639107,4.505125,-5.756312,0
3.21419,-6.38192,8.951463,1.297855,18.116001,-5.678848,-8.980261,6.564366,-4.171892,-1.202908,-7.937039,1
0.038071,-0.596893,14.909837,-2.764821,17.10769,-0.633046,3.869295,6.588506,-16.26669,5.047299,-5.181339,0
4.636472,-7.761989,3.432847,8.093284,6.332947,-12.446514,-12.771504,6.806177,8.138909,-0.86147,-6.821866,0
-0.282894,-11.314767,6.449113,5.731934,15.327398,-12.759393,-20.732799,4.469403,7.605412,-3.090331,-6.304742,1
-0.038726,-4.433246,9.925216,-0.19415,18.579345,-7.780402,-8.054878,9.91156,-4.564531,-1.947171,-5.463903,1
0.048386,-1.786786,9.347651,1.380484,16.546641,3.952134,4.641637,8.916332,-16.83811,-0.750665,-10.837108,0
0.608806,-6.109033,8.075226,-2.583401,27.616557,-12.377187,-15.1369,6.535622,-3.395958,0.859652,-7.230042,0
-8.455601,-0.630179,6.686415,0.077249,19.386797,-3.363452,-1.141714,9.48546,-9.674866,1.69114,-8.799133,0
-2.042474,1.346477,7.131886,-0.429893,14.563291,-0.23389,0.461003,6.735697,-8.456624,-1.142533,-5.21235,0
0.147544,-8.466337,5.312508,6.739727,13.375567,-9.184189,-15.497709,8.414135,3.658905,-4.875806,-6.213133,0
-2.645983,-2.193189,7.583478,0.05501,24.585832,-11.191164,-14.071887,6.142416,-1.918885,-0.873643,-5.63656,0
-10.516807,2.91482,9.236954,-5.294827,29.066167,-1.242459,5.798767,8.283699,-19.684543,4.951886,-11.227384,0
-2.056208,-13.059755,15.117236,1.405067,15.127054,-2.562454,-3.237311,16.001585,-8.774355,-11.575276,-14.838139,1
-0.296106,-6.588915,10.063964,2.022601,20.957182,-8.544798,-14.239507,7.639684,0.31627,-6.188658,-8.169828,1
-2.410584,-0.15638,-0.088105,0.582353,16.615264,-10.422394,-5.266542,2.755132,-3.729098,3.34964,-7.488834,0
0.626022,-5.123392,6.073129,1.449001,10.159825,-0.934066,-0.385995,1.137168,-3.396502,-1.696539,-8.9464,1
-0.166061,-10.697975,3.503449,4.649477,15.309387,-11.342574,-17.98653,7.142963,4.265397,-0.871726,-5.598083,0
-2.063308,-10.663207,7.569896,6.603983,14.015432,-9.723585,-12.988898,9.773641,3.354134,-1.6205,-8.98754,0
-1.492492,-6.678957,6.385353,3.165454,22.13961,-11.413462,-14.841298,1.870246,0.945714,1.991523,-8.930758,0
2.058689,-11.564557,7.243401,6.99917,9.984889,-10.457669,-17.426302,8.325695,7.074247,-4.63152,-5.964938,0
4.016891,-9.20354,6.29166,6.586221,11.681041,-9.983199,-13.355048,5.269414,5.457136,-7.47455,-9.106205,1
-1.139074,-0.458405,3.283433,0.408321,7.900975,-1.047576,0.450292,2.79962,-6.576466,1.250146,-2.607107,0
0.626022,-5.123392,6.073129,1.449001,10.159825,-0.934066,-0.385995,1.137168,-3.396502,-1.696539,-8.9464,1
-6.682946,-2.601991,7.371572,5.28005,21.263373,-8.998162,-20.087045,8.074252,3.951415,-0.575781,-4.287677,0
0.75504,-3.193186,4.845654,1.66162,15.723,-2.718389,2.745064,6.753551,-11.784654,5.222432,-11.932328,0
2.608823,-0.842536,9.903853,-3.97803,15.921436,2.899246,5.282616,6.449887,-13.472335,-0.377383,-7.836378,1
-6.790731,-2.708246,19.458571,-3.354789,22.237476,7.004482,10.92248,16.245723,-20.148558,-1.183471,-12.694018,1
2.81963,-7.552883,5.22383,4.233453,2.397822,2.900298,-0.645028,0.308498,-0.334853,-10.185022,-8.115047,1
1.077232,0.503116,11.581269,-4.902202,13.718541,3.889414,10.796666,13.701758,-18.078561,-4.338863,-8.769506,0
2.109117,-7.208208,6.958121,-0.089831,10.735013,-8.366948,-6.1777,12.692574,-5.332762,-6.461931,-7.565412,0
0.20907,-1.153095,4.656591,-3.244218,20.734386,-3.225724,-2.953324,-0.247953,-10.832644,-0.732988,-8.34756,0
-6.025021,-3.827582,2.095394,6.123871,19.770205,-12.74246,-16.836488,3.552165,3.637643,2.308787,-5.910979,0
-4.118537,-6.371528,3.387042,-3.326706,11.471958,-7.897697,-4.444045,-0.387765,-1.132155,3.745677,-2.401842,1
-0.571906,-12.02548,8.092004,7.115753,9.196611,-9.597445,-3.192291,9.904668,3.802817,-3.53801,-11.485402,1
-2.696855,2.428681,1.615879,0.502267,10.775137,-3.789205,-1.575539,0.340064,-2.285028,0.520487,-3.953185,0
0.655512,-6.031942,4.147789,1.860365,6.343957,-1.911211,-3.950244,5.46682,-1.050257,-2.371393,-4.665238,1
-1.550377,-4.409323,-0.081148,-4.323599,18.724002,-5.255486,0.917012,2.876708,-12.133493,3.315565,-6.957345,0
-5.300228,-1.962981,14.661538,-2.365175,27.19717,-11.14649,-5.780059,8.112864,-9.198637,4.316909,-7.670658,0
-0.448016,-9.407039,4.067134,7.101275,7.491311,-5.741327,-8.987564,5.326464,3.425891,-1.569914,-7.809161,1
3.192735,-6.634587,8.025949,1.475007,16.982615,-8.181297,-8.566216,5.416926,-1.365038,-1.471287,-9.138986,1
-5.307475,-5.568419,3.151404,-0.544804,19.62903,-6.359168,-7.546972,-0.093428,-3.355693,5.155893,-5.726187,1
-4.50639,-3.803736,15.968525,-4.241728,28.399703,-3.833604,-4.565123,11.976463,-10.801297,-0.759644,-10.076533,1
0.511806,-2.971473,11.808984,2.532564,7.360348,2.483598,3.963642,15.562986,-7.843323,-6.885804,-7.092272,0
-3.416738,-0.612591,4.930707,1.609125,23.927314,-12.539907,-13.501879,3.400161,-0.521058,2.078034,-6.26664,0
-2.170912,0.015927,2.116889,-0.22032,10.965287,-1.445292,-1.063951,1.582838,-7.340468,-0.278994,-4.909901,0
-0.905496,-3.316233,16.228936,-1.334865,14.304375,8.149222,11.312,14.754885,-17.49819,-2.706787,-11.224955,1
5.213728,-13.618497,10.204737,4.964063,5.191022,-4.823943,-9.161768,9.563666,4.076428,-10.288765,-8.564202,1
-4.899104,1.759012,8.118748,-1.312874,17.942725,3.037299,6.937946,11.208606,-15.366652,0.838155,-11.384092,0
-5.640295,3.473017,8.715549,-4.746945,27.209513,-3.666236,-3.028452,6.80644,-11.773844,2.23292,-8.81154,0
-5.076769,-1.365643,6.906177,1.091257,11.772244,1.887374,7.249812,10.520585,-10.802512,3.26172,-12.138726,0
0.493452,0.104811,8.309192,0.133468,10.326001,3.380995,4.798072,8.157609,-9.907962,-3.742697,-6.446719,0
7.319463,-6.156711,13.495893,-6.88084,18.002553,-4.621295,1.948238,8.914836,-10.536956,-1.078513,-7.365576,1
-5.271956,5.263552,9.797218,-1.437624,23.079304,0.152258,8.363403,7.926014,-15.736272,4.380517,-11.001758,1
-3.004658,-11.902981,20.648712,5.098103,10.7075,3.408234,7.101015,26.294365,-10.52519,-7.76514,-15.262749,0
3.775297,-14.568617,25.740701,-6.97909,20.533847,-0.800596,11.679407,22.033672,-27.902321,-4.047302,-18.100464,1
-10.72193,0.956319,0.155339,1.575536,21.549167,-3.969425,-6.698057,2.634816,-7.424637,6.756418,-6.935717,0
4.395296,0.955792,9.170356,-3.716394,19.999491,-0.332728,4.662408,6.327291,-14.3061,2.908745,-9.367231,1
-1.082831,-3.523942,5.184855,3.136172,16.226662,-6.59498,-2.834977,5.414631,-6.941336,5.193923,-10.827297,0
-5.332148,2.220117,4.521223,-0.627395,16.227046,-2.08812,2.416351,4.548836,-11.06395,2.930412,-7.558562,0
-2.232737,-5.904553,10.809191,-0.815709,17.851809,-3.490105,1.606844,2.630364,-6.965288,-1.137411,-10.41015,1
-3.582636,-6.44434,9.658694,5.738872,12.20295,-6.530642,-7.065102,10.834136,1.151264,-5.632675,-8.81877,1
-1.430328,-2.66157,11.929337,-0.622655,26.467127,-8.850929,-3.841164,9.943655,-8.250763,3.429719,-12.101232,0
-11.821755,-4.250523,15.860928,-2.197429,28.912376,0.151472,4.676481,16.490714,-17.122129,3.206732,-13.894236,0
-2.817593,-8.431392,17.658155,-9.518694,32.965243,-4.31274,0.409433,21.923469,-21.007563,-2.973352,-16.65483,0
-2.929593,-1.656173,5.527384,-1.024898,16.441801,0.264727,-0.457901,2.664608,-8.06588,-2.346116,-7.245306,1
-3.316556,-6.039089,10.131339,1.290702,17.209078,-5.912299,-5.250748,7.404847,-2.849079,-1.05048,-9.500678,0
1.536538,-4.03663,7.82717,1.533636,7.09203,0.821127,2.432005,10.77125,-8.666942,-5.746663,-7.679145,0
-8.24979,4.640242,16.70144,-9.93366,33.2321,4.718785,13.145177,13.008343,-29.188926,2.226135,-12.697552,1
0.001621,-7.819724,4.013459,8.065999,12.928593,-11.162246,-21.295236,4.138456,8.865125,-4.741519,-4.725344,0
-0.759472,-1.739773,4.744513,3.516962,1.816321,3.538721,2.774964,5.135081,-3.400268,-5.21237,-4.487695,1
-4.328205,-4.295467,13.993475,-0.289274,11.544441,-3.453546,1.549586,3.380246,-5.471303,0.391003,-5.944306,1
2.918957,0.511657,10.707753,-3.413239,9.967965,1.750274,7.818941,9.37491,-13.031712,-2.458265,-5.157467,0
-4.178979,2.485511,5.554406,-1.835897,19.556732,-2.539189,2.409668,4.909959,-13.003725,3.206014,-8.447884,0
-6.43638,-1.862104,9.054492,-1.967526,24.27637,-10.366141,-12.311466,4.035858,-3.556101,4.044338,-4.395931,0
-13.935651,1.861786,10.603716,-1.210563,29.785823,1.797901,6.473988,9.451186,-21.659124,6.827587,-13.253447,0
5.488733,-6.94164,10.017767,-0.497297,9.014789,-3.801535,-3.493223,10.781034,-2.455952,-6.388119,-6.375395,0
-8.247264,2.404849,2.919359,1.372273,19.029753,-0.15637,-0.210956,4.253955,-10.562735,4.961706,-9.337662,0
-4.416497,-1.962622,9.109631,5.354461,6.897228,0.266879,5.750513,15.025576,-7.65406,-1.928093,-10.58513,0
-4.85264,-2.188889,14.58976,-0.030868,11.184015,4.769799,11.015587,15.603794,-12.860167,-1.278394,-10.217178,1
-0.441729,-12.507891,8.478055,2.932053,21.45812,-14.511655,-17.424594,1.5862,-2.607352,5.683716,-7.301731,1
-3.238196,-1.227925,11.311385,1.127276,7.783781,-2.364304,8.434903,8.110837,-9.994869,5.342252,-5.974345,0
-1.94777,-13.067598,5.501867,10.548441,12.094673,-13.580287,-15.886019,2.802475,7.855526,-2.810853,-11.029106,0
0.693957,-9.270435,5.960273,7.733287,8.426843,-8.775798,-12.243208,5.570932,6.902231,-7.609883,-8.337447,1
-1.33982,-3.932822,6.400103,-0.969268,21.282626,-1.821334,3.275083,10.518353,-11.580445,-1.814807,-11.270196,1
-1.460343,-5.697872,4.009854,6.209093,8.777243,-3.701187,-8.354744,6.929881,0.607838,-3.766482,-5.335698,1
-8.291174,-0.043361,20.515153,-8.208412,23.073741,-2.225461,13.287867,9.708066,-25.152494,8.895811,-8.746444,1
3.108536,-4.399181,7.003473,-8.281825,20.350302,-3.994205,1.748095,8.50221,-17.086268,0.414385,-9.667128,0
-8.145617,-4.332795,3.461476,-3.166862,21.802085,-3.067043,5.005134,2.241176,-10.733447,7.100228,-10.553184,0
2.856451,-8.402788,5.460498,3.930006,3.952686,2.461151,-1.583031,-0.96802,-0.141166,-10.687621,-8.944554,1
-0.872625,-2.504661,7.335516,0.06186,12.827714,-0.521723,1.796757,3.974418,-6.752432,0.497659,-8.430479,1
-5.3675,-0.966771,23.026352,-7.271712,18.701646,4.69337,13.142761,14.007234,-21.203179,2.402778,-7.761151,0
0.612838,-7.443236,11.54486,0.154346,6.35125,3.478715,7.334971,6.065269,-7.475556,-6.158774,-8.334088,1
-1.968628,-2.969385,4.030682,-1.867148,18.206094,-8.94914,-2.318043,5.573359,-6.778662,4.232353,-9.560961,0
-1.913154,-15.851387,19.880856,-0.727871,5.822554,-9.758451,-4.909054,13.914496,-1.538892,0.119439,-2.567978,0
-4.95854,-6.103872,-1.639037,4.360468,6.883766,-5.069734,-4.78143,1.562947,3.51172,1.631545,-5.772597,1
-2.31923,-3.307284,18.007727,-8.424753,35.112853,-4.928039,10.393955,12.576758,-22.878414,5.061809,-17.802231,1
-2.937559,-0.581648,7.790774,2.680231,11.497846,-2.011307,4.848592,4.156854,-7.894701,2.149442,-9.173789,0
-5.096486,-7.202068,11.369057,4.547179,10.792231,-2.618142,-3.86121,16.397646,-0.510411,-3.354317,-9.925027,0
0.181782,-2.081256,7.927806,-1.464045,11.266573,1.609928,2.389406,5.608985,-8.285236,-0.874808,-6.142576,1
-1.129512,-3.266074,11.317442,-7.98464,11.942715,-2.64495,8.519531,8.360016,-18.954097,2.686401,-5.295942,0
3.559669,-5.362356,17.000229,1.845664,8.735853,1.353404,5.479785,15.676206,-12.470778,-3.345231,-7.454551,0
4.420301,-3.082432,8.6986,-0.845515,14.666711,-0.637762,2.261686,5.513125,-9.069104,-0.637666,-9.822146,1
