@relation Bank_limited-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K8-P500.0-S1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
37,management,single,tertiary,815,yes,no,cellular,7,may,77,1,-1,0,unknown,no
47,blue-collar,single,unknown,2443,no,no,unknown,18,jun,422,1,-1,0,unknown,no
45.862233,management,married,tertiary,11.443171,no,no,cellular,22.758858,apr,91.924377,1.38755,-1,0,unknown,yes
58,unemployed,married,secondary,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no
45,technician,divorced,secondary,976,yes,no,cellular,17,apr,183,1,338,2,failure,no
32,services,married,secondary,4885,yes,yes,cellular,18,nov,400,2,-1,0,unknown,no
59,housemaid,married,secondary,345,no,no,unknown,9,jun,38,1,-1,0,unknown,no
34,technician,married,secondary,1641,yes,no,cellular,17,apr,380,1,-1,0,unknown,no
40.285274,management,married,tertiary,298.923098,yes,no,cellular,14.692047,may,802.343658,1,-1,0,unknown,yes
54.422822,management,married,tertiary,2802.857448,yes,no,cellular,12.416706,aug,849.203722,4.94076,-1,0,unknown,yes
33.899259,management,divorced,tertiary,0.703761,yes,no,cellular,17.301299,apr,137.603551,1.13243,-1,0,unknown,yes
53,blue-collar,married,secondary,427,no,yes,cellular,14,aug,360,4,-1,0,unknown,no
46,management,divorced,secondary,361,yes,no,unknown,19,may,86,7,-1,0,unknown,no
29,admin.,single,secondary,3432,yes,no,cellular,17,apr,139,2,-1,0,unknown,no
55.193961,retired,married,tertiary,743.860265,no,no,cellular,23.276531,apr,376.403106,2,-1,0,unknown,yes
39.298359,management,single,secondary,355.570152,no,no,cellular,11.957424,aug,341.522417,1,19.686406,3.438946,unknown,yes
36.370346,management,single,secondary,37.790465,yes,no,cellular,16.455809,jul,1162.046414,1.624811,-1,0,unknown,yes
47.57663,blue-collar,married,secondary,2233.301149,yes,no,cellular,13.854497,jun,991.003813,2.554817,-1,0,unknown,yes
40.021934,management,married,secondary,84.299796,no,no,cellular,19.107514,may,634.561502,1.056211,113.467357,2.47556,unknown,yes
35,technician,married,secondary,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no
34,technician,married,secondary,50,no,no,cellular,11,aug,106,3,-1,0,unknown,no
52,blue-collar,married,primary,1141,yes,no,cellular,12,may,22,5,-1,0,unknown,no
33,blue-collar,single,secondary,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,yes
39,entrepreneur,married,tertiary,83,yes,no,cellular,11,jul,193,2,-1,0,unknown,no
36,management,married,tertiary,254,no,no,unknown,6,jun,161,3,-1,0,unknown,no
37.018602,technician,married,secondary,196.485011,no,no,cellular,9.434151,apr,203.229709,1.113725,-1,0,unknown,yes
33,blue-collar,married,secondary,676.718634,no,no,cellular,17.202038,jul,935.552707,1.858624,-1,0,unknown,yes
32.865587,management,single,primary,197.381184,no,no,cellular,14.349037,jul,126.635493,2.906838,-1,0,unknown,yes
31,management,married,tertiary,582,yes,no,cellular,15,jul,58,2,-1,0,unknown,no
32,blue-collar,married,secondary,828.182872,no,no,cellular,12.174071,jul,1280.191627,3.09443,-1,0,unknown,yes
39.669967,services,married,secondary,896.486826,no,no,cellular,9.265326,apr,746.646517,3.166158,-1,0,unknown,yes
35,management,divorced,tertiary,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no
52,services,married,secondary,381,no,yes,cellular,25,aug,288,12,-1,0,unknown,no
57.460412,management,married,secondary,4016.27467,yes,no,cellular,12.472979,may,933.580653,4.565806,-1,0,unknown,yes
50,management,married,tertiary,207,yes,no,cellular,4,feb,99,1,-1,0,unknown,no
38,services,single,secondary,-196,yes,no,cellular,2,feb,60,1,271,1,failure,no
47.341295,blue-collar,married,secondary,687.806924,no,no,cellular,20.311957,jul,1201.646038,1.293792,-1,0,unknown,yes
29.131541,services,married,secondary,467.549712,no,no,cellular,21.025648,apr,468.386629,1.32526,7.483193,1.030993,unknown,yes
55,retired,married,primary,8894,no,no,unknown,11,jun,262,1,-1,0,unknown,no
32.20697,management,married,tertiary,4988.599075,no,no,cellular,18.659703,may,936.214631,1.736471,-1,0,unknown,yes
56,admin.,married,secondary,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes
54.127019,management,married,secondary,2854.553939,no,no,cellular,12.977097,feb,325.432136,1,-1,0,unknown,yes
36.591469,management,single,tertiary,5439.700562,no,no,cellular,29.952671,apr,313.938256,1,-1,0,unknown,yes
31.928503,student,single,secondary,250.32334,no,no,cellular,4.718598,apr,213.878221,1.96226,9.591891,0.103717,unknown,yes
42,technician,single,secondary,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
36.432148,management,married,secondary,1439.9083,no,no,cellular,19.848331,jun,256.933024,1,-1,0,unknown,yes
57,self-employed,married,secondary,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,no
50,technician,married,secondary,669,yes,no,unknown,2,jun,88,1,-1,0,unknown,no
35,blue-collar,single,secondary,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
35,admin.,married,secondary,0,no,yes,unknown,4,jul,105,3,-1,0,unknown,no
25.817378,management,married,tertiary,229.097957,no,no,cellular,24.957083,apr,517.313974,1,-1,0,unknown,yes
57.73966,admin.,married,secondary,2153.744637,no,no,cellular,19.505849,feb,297.851884,1,144.784026,3.640651,unknown,yes
32,management,single,tertiary,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes
37,management,divorced,tertiary,896,no,yes,cellular,14,aug,343,2,-1,0,unknown,no
34,admin.,married,tertiary,899,yes,no,telephone,19,nov,377,3,7,4,success,no
40,services,married,secondary,4157,yes,no,unknown,15,may,735,1,-1,0,unknown,no
45,services,divorced,secondary,-179,no,no,unknown,3,jul,155,2,-1,0,unknown,no
57,technician,married,secondary,295,no,no,cellular,19,aug,151,11,-1,0,unknown,no
31,management,married,tertiary,1750,yes,no,telephone,14,may,90,3,-1,0,unknown,no
31,technician,single,tertiary,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no
34.072099,management,married,secondary,3672.250832,no,no,cellular,16.243453,nov,208.534474,1,6.155576,4.117653,unknown,yes
44.937717,retired,married,secondary,1050.590868,no,no,cellular,12.727471,apr,570.784974,1,141.159437,1.860837,unknown,yes
53,management,married,tertiary,146,no,no,unknown,30,may,150,1,-1,0,unknown,no
43,admin.,divorced,secondary,738,yes,no,cellular,21,nov,585,4,191,4,failure,no
35,services,single,secondary,414,yes,no,cellular,20,apr,11,5,319,2,other,no
30,student,single,secondary,3096,no,no,cellular,26,jan,123,1,-1,0,unknown,no
37,technician,married,secondary,210.182786,no,no,cellular,2.585858,oct,205.959797,1,94.439333,1.139092,unknown,yes
45.430534,blue-collar,married,secondary,2257.611489,yes,no,cellular,7.770637,jun,1189.634189,8.720912,-1,0,unknown,yes
61,management,married,tertiary,6488.620355,no,no,cellular,18.613603,feb,503.286058,2.672993,-1,0,unknown,yes
41,technician,married,secondary,902,no,no,unknown,16,jun,35,6,-1,0,unknown,no
28,entrepreneur,married,unknown,1034,no,no,cellular,29,jan,113,1,-1,0,unknown,no
38,services,married,secondary,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
35,technician,married,secondary,700,yes,no,unknown,23,may,240,2,-1,0,unknown,no
52.658124,admin.,divorced,tertiary,0.975828,yes,no,cellular,28.211634,oct,253.186593,1.750099,-1,0,unknown,yes
57,retired,married,tertiary,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes
38,services,single,secondary,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
56.502393,technician,married,tertiary,6957.35803,no,no,cellular,21.627115,feb,702.406019,2,-1,0,unknown,yes
56,entrepreneur,divorced,primary,29,no,no,cellular,29,jan,52,2,227,1,failure,no
48,technician,married,secondary,302,yes,no,unknown,26,may,208,3,-1,0,unknown,no
50.112665,management,single,secondary,332.254912,no,no,cellular,27.818732,aug,348.532304,2.50518,95.693777,1.552595,unknown,yes
40.196232,blue-collar,married,secondary,-424.93363,yes,no,cellular,14.040294,may,761.174401,1.039749,-1,0,unknown,yes
60,management,married,tertiary,471.934038,no,no,cellular,12.322071,apr,667.072109,1.405361,-1,0,unknown,yes
60,blue-collar,married,unknown,231,yes,no,unknown,12,may,57,2,-1,0,unknown,no
46,management,divorced,tertiary,225,yes,no,cellular,14,may,201,1,345,1,other,no
38.941325,technician,married,secondary,3353.371186,no,no,cellular,14.298511,nov,530.078785,2,172.317084,3.042793,unknown,yes
51.882986,management,married,secondary,93.734422,yes,no,cellular,15.281142,may,696.746201,1,-1,0,unknown,yes
30,self-employed,single,secondary,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
74,retired,married,secondary,935,no,no,cellular,26,jan,100,1,104,1,other,no
59,management,married,secondary,42,no,no,cellular,21,nov,40,1,-1,0,unknown,no
51.295343,blue-collar,married,secondary,71.675061,no,no,cellular,1.591583,may,480.542698,3.423822,-1,0,unknown,yes
63.269381,services,married,secondary,510.632482,no,no,cellular,14.510889,apr,484.829613,1,59.160595,1,unknown,yes
55.625214,management,married,secondary,1723.493263,no,no,cellular,23.471334,jun,317.64512,2.396082,-1,0,unknown,yes
70,retired,divorced,primary,4531,no,no,cellular,18,may,445,1,-1,0,unknown,no
43.666338,technician,married,secondary,313.35991,no,no,cellular,23.429952,oct,360.545208,2.120737,181.450218,1.033968,success,yes
35.609899,blue-collar,married,secondary,2014.683818,no,no,cellular,9,may,413.544764,1.605313,15.531346,0.017422,unknown,yes
54,technician,divorced,secondary,784,yes,yes,unknown,15,may,579,1,-1,0,unknown,no
55,blue-collar,married,primary,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
38.138085,management,married,secondary,3607.173164,no,no,cellular,17.212716,nov,275.984335,1.922032,158.886929,0.217022,unknown,yes
48,technician,married,tertiary,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,no
42.383244,management,married,secondary,226.662088,no,no,cellular,15.005196,may,636.604668,3.613415,-1,0,unknown,yes
47,management,married,tertiary,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
45,technician,married,secondary,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
42,admin.,divorced,secondary,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes
23,admin.,single,secondary,589,yes,no,cellular,6,may,62,1,-1,0,unknown,no
76.644841,admin.,married,secondary,4657.078852,no,no,cellular,14.829199,may,134.443069,3.483811,-1,0,unknown,yes
34.847521,admin.,married,secondary,43.932854,yes,no,cellular,18.252166,aug,355.93383,1.342788,-1,0,unknown,yes
38,management,single,tertiary,16957,yes,no,telephone,29,jan,208,1,247,2,failure,no
32,student,married,secondary,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,no
45.650488,technician,married,secondary,118.312937,no,no,cellular,6.538255,aug,410.795472,2.363848,173.280053,6.64098,success,yes
49.676682,management,married,tertiary,9.856592,no,no,cellular,24.85758,oct,162.292104,1,95.739707,1.762749,success,yes
58,retired,married,primary,3401,yes,no,cellular,3,feb,84,3,265,2,failure,no
40.07755,admin.,divorced,tertiary,0,yes,no,cellular,29,oct,221.522549,1,-1,0,unknown,yes
77.376462,retired,married,tertiary,8027.333762,no,no,cellular,13.272091,jun,402.951854,1.851949,209.765755,2,unknown,yes
42.997558,management,married,tertiary,5012.231699,no,no,cellular,19.863974,apr,319.712821,2,-1,0,unknown,yes
36,management,single,tertiary,553,no,no,cellular,11,aug,106,2,-1,0,unknown,no
32.217873,services,single,secondary,133,no,no,cellular,14.506043,jul,201.754629,1,-1,0,unknown,yes
46,technician,divorced,secondary,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
53,retired,married,secondary,6095,yes,yes,cellular,14,may,410,5,-1,0,unknown,no
37,management,married,tertiary,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes
66.161795,management,married,secondary,4185.206538,no,no,cellular,16.695916,apr,328.960956,1.336124,11.655491,6.228113,unknown,yes
30.534728,management,married,tertiary,1303.259945,no,no,cellular,25.88927,jun,293.676083,3.778715,14.389054,2.613397,unknown,yes
55.955757,technician,divorced,secondary,24.102725,yes,no,cellular,17.714937,oct,227.028281,2,-1,0,unknown,yes
33,admin.,married,tertiary,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
58,retired,divorced,unknown,5920,yes,no,cellular,23,jul,255,1,-1,0,unknown,no
52,admin.,married,secondary,395,yes,no,unknown,15,may,391,3,-1,0,unknown,no
56.988833,admin.,married,secondary,0.34847,no,no,cellular,15.266823,oct,160.299573,1.078129,103.769891,2.638612,failure,yes
36.765526,management,single,tertiary,0,no,no,cellular,13.843357,sep,245.56386,1.833443,171.293879,2.482061,success,yes
31,technician,married,secondary,589,yes,yes,unknown,21,may,151,1,-1,0,unknown,no
42,management,divorced,tertiary,16,no,no,cellular,19,nov,140,3,-1,0,unknown,no
21.017809,management,single,secondary,117.804975,no,no,cellular,10,jul,93.432773,1.225956,-1,0,unknown,yes
47,housemaid,married,primary,0,no,no,cellular,10,aug,1225,2,-1,0,unknown,no
48.184654,management,married,tertiary,1288.527204,no,no,cellular,19.583472,jun,342.173846,2.940279,59.384161,1.053452,unknown,yes
47,management,divorced,tertiary,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,no
32,technician,married,secondary,687,no,no,cellular,20,aug,161,4,-1,0,unknown,no
49,entrepreneur,married,secondary,687,yes,no,cellular,17,apr,772,1,-1,0,unknown,yes
48.678996,self-employed,divorced,secondary,1590.196043,no,no,cellular,21.638957,may,920.330163,1,95.765598,0.106315,unknown,yes
28.95701,management,single,tertiary,-15.692073,no,no,cellular,2.191902,sep,228.44421,1,95.231183,3.306188,success,yes
38,technician,married,tertiary,45,no,no,cellular,22,jul,125,4,-1,0,unknown,no
59,retired,divorced,primary,7179,no,no,cellular,5,feb,150,1,-1,0,unknown,no
41,blue-collar,married,primary,7735,yes,no,cellular,20,nov,220,1,190,1,failure,no
48,technician,married,secondary,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
25,unemployed,single,secondary,34,no,yes,unknown,4,jul,316,1,-1,0,unknown,no
31.002033,blue-collar,married,secondary,1942.213337,yes,no,cellular,18.60221,may,854.157491,2,-1,0,unknown,yes
47.264575,management,married,primary,1025.421392,no,no,cellular,26.527371,jun,305.958446,1,93.747123,1.161769,unknown,yes
44,unemployed,married,tertiary,178,no,no,cellular,8,aug,126,2,-1,0,unknown,no
39,management,married,tertiary,-606,yes,no,unknown,26,may,142,1,-1,0,unknown,no
77.797313,retired,married,secondary,8105.081462,no,no,cellular,5.284996,may,339.449645,1.712232,191.522226,2,unknown,yes
26,admin.,single,secondary,3529,no,yes,cellular,7,sep,57,2,-1,0,unknown,no
41.565073,blue-collar,married,secondary,-432.593784,yes,no,cellular,15.174669,may,722.096158,1.120621,-1,0,unknown,yes
25.906925,student,single,secondary,312.125424,no,no,cellular,11.487161,oct,93.328758,2.611926,45.409818,1.803053,unknown,yes
57,admin.,married,secondary,-967,yes,no,telephone,15,may,8,7,-1,0,unknown,no
45.242757,self-employed,married,secondary,1995.542115,no,no,cellular,17.550415,feb,457.951568,2.1577,81.177794,0.799181,success,yes
36,management,married,tertiary,495,no,no,cellular,9.551354,aug,174.552596,3,149.814893,5.651131,success,yes
51,management,divorced,tertiary,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no
79,retired,divorced,unknown,2628,no,no,telephone,8,jul,220,7,450,2,failure,no
32,management,single,tertiary,347,yes,no,cellular,18,may,213,1,264,6,failure,no
51,admin.,married,secondary,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no
80,retired,married,secondary,8304,no,no,telephone,9,jun,712,1,64,12,failure,yes
55,technician,single,secondary,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown,no
32,admin.,married,secondary,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
57,services,single,primary,3777,yes,no,telephone,13,may,65,2,-1,0,unknown,no
86,retired,married,secondary,1503,no,no,telephone,18,mar,165,3,101,1,other,no
61,technician,married,secondary,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes
58.933258,management,married,primary,279.553696,yes,no,cellular,20.170653,may,886.95228,1.977128,181.756349,2.379519,unknown,yes
39,technician,married,secondary,147,yes,no,cellular,6,may,151,2,-1,0,unknown,no
50,technician,married,secondary,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no
50,admin.,married,primary,276,no,yes,unknown,17,jun,641,6,-1,0,unknown,no
40,technician,married,tertiary,0,no,no,cellular,19,aug,44,1,-1,0,unknown,no
55,management,married,tertiary,236,no,no,cellular,4,aug,200,1,-1,0,unknown,no
45,admin.,married,secondary,644,no,yes,telephone,22,jul,92,1,-1,0,unknown,no
47,self-employed,married,secondary,1121,no,no,unknown,20,jun,454,6,-1,0,unknown,no
53,technician,married,unknown,619,no,no,unknown,17,jun,198,6,-1,0,unknown,no
37.448393,blue-collar,married,secondary,644.155448,yes,no,cellular,20.167607,may,1537.252634,13.50052,146.981603,2.105198,unknown,yes
38.483537,management,married,secondary,80.611025,no,no,cellular,12.024599,oct,243.179981,1.90332,432.489532,1.527356,success,yes
32.352307,technician,single,secondary,791.589054,yes,no,cellular,22.246543,may,609.025305,1,-1,0,unknown,yes
37,blue-collar,married,secondary,427,yes,yes,unknown,9,jun,371,3,-1,0,unknown,no
44.594483,management,married,tertiary,332.595755,yes,no,unknown,29.722066,may,853.369025,2.168381,-1,0,unknown,yes
50.873902,blue-collar,married,secondary,-1156.397888,yes,no,cellular,17.460669,may,783.098807,2,-1,0,unknown,yes
40,admin.,divorced,secondary,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no
62.269068,management,single,secondary,192.05035,no,no,cellular,9.188861,oct,97,1.103625,-1,0,unknown,yes
37.860724,management,married,secondary,534.081528,yes,no,cellular,12,may,459.38942,1.221554,360.86359,4.218901,success,yes
31,technician,married,secondary,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,no
48,management,married,tertiary,5057,no,yes,cellular,19,nov,37,1,-1,0,unknown,no
56,technician,married,secondary,150,yes,yes,cellular,11,may,102,6,349,1,failure,no
38,management,divorced,unknown,0,yes,no,cellular,18,nov,96,2,-1,0,unknown,no
32.954651,management,married,secondary,1485.060501,no,no,cellular,23.542708,jun,383.803131,1.243951,126.371537,1.201532,success,yes
36.980716,services,married,secondary,-145.369018,yes,no,cellular,9.553179,jul,1747.755332,2.882843,-1,0,unknown,yes
31,technician,single,unknown,187,no,no,cellular,17,jul,86,1,-1,0,unknown,no
37,services,married,secondary,0,yes,yes,cellular,31,jul,187,2,-1,0,unknown,no
42,admin.,divorced,secondary,1076,yes,no,unknown,14,may,213,1,-1,0,unknown,no
39,services,married,secondary,247,yes,no,cellular,17,apr,244,2,-1,0,unknown,no
45.115866,technician,married,secondary,53.738024,yes,no,cellular,27.728519,oct,229.094222,1.841916,-1,0,unknown,yes
34.139502,management,married,secondary,0,no,no,cellular,7.468516,may,545.566908,3.222123,75.73907,0.065869,unknown,yes
37.885638,management,married,secondary,624.93419,no,no,cellular,16.989924,oct,294.284498,2,297.367658,1.948967,success,yes
57.235873,management,married,secondary,4086.157435,no,no,cellular,9.052632,apr,355.576311,2.856769,-1,0,unknown,yes
29.00199,technician,single,secondary,426.735881,no,no,cellular,17.935426,apr,345.228789,3.517672,-1,0,unknown,yes
56,admin.,married,secondary,2146,no,yes,unknown,9,jun,594,1,-1,0,unknown,no
41.719055,technician,married,secondary,847.64731,no,no,cellular,11.619378,may,759.592249,2.708302,-1,0,unknown,yes
34,technician,single,secondary,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no
39,blue-collar,married,primary,1506,yes,no,cellular,11,may,299,2,-1,0,unknown,no
27,blue-collar,married,secondary,872,yes,no,cellular,17,apr,1130,3,-1,0,unknown,no
36,management,single,tertiary,442,yes,yes,cellular,29,jul,102,3,-1,0,unknown,no
32.21898,blue-collar,married,secondary,1667.567724,no,no,cellular,30.306954,oct,748.516662,5.129169,34.590001,0.510695,unknown,yes
28,technician,single,secondary,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no
28,management,single,secondary,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes
34,entrepreneur,married,tertiary,105,yes,no,unknown,28,may,249,2,-1,0,unknown,no
25,unemployed,married,secondary,157,yes,no,cellular,28,jul,33,31,-1,0,unknown,no
30,unemployed,married,primary,1787,no,no,cellular,19,oct,79,1,-1,0,unknown,no
52.990588,management,married,tertiary,1830.105334,no,no,cellular,14.531746,jun,287.454723,2.034058,-1,0,unknown,yes
30.148554,management,married,tertiary,16.030629,no,no,cellular,12.201201,apr,145.043086,1.542183,74.937756,1.133957,unknown,yes
48,management,divorced,tertiary,541,yes,no,cellular,14,may,72,1,363,2,other,no
36,entrepreneur,single,secondary,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no
33.764254,admin.,married,secondary,-150.457972,yes,yes,cellular,18.33496,may,557.431848,1,269.496848,1,unknown,yes
33.310151,management,married,secondary,987.387789,no,no,cellular,25.092778,oct,297.567053,2,-1,0,unknown,yes
52.464815,management,married,tertiary,704.870807,no,no,cellular,22.3717,sep,217.068728,1.967287,110.723759,1.756339,unknown,yes
26,management,single,secondary,565,yes,no,unknown,6,jun,582,11,-1,0,unknown,no
49,technician,married,secondary,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,no
41.835315,blue-collar,married,secondary,-227.274898,yes,no,cellular,17.384302,may,738.694974,1,-1,0,unknown,yes
44,blue-collar,married,secondary,878,yes,no,cellular,2,jun,130,1,-1,0,unknown,no
30,admin.,married,secondary,2678,yes,no,cellular,18,may,23,5,-1,0,unknown,no
37,self-employed,married,secondary,487,no,yes,cellular,27,aug,155,15,-1,0,unknown,no
68.65758,management,married,secondary,4119.760431,yes,no,cellular,19.101568,apr,334.449068,3,18.945274,1.633459,unknown,yes
47.438519,management,married,tertiary,3415.341205,no,no,cellular,20.942238,nov,660.058684,4,-1,0,unknown,yes
28,management,single,tertiary,-328,yes,no,telephone,2,feb,318,2,-1,0,unknown,no
34.91686,management,married,secondary,1536.797243,no,no,cellular,15.282766,jun,414.299863,1,11.880661,0.161282,unknown,yes
32,admin.,married,secondary,0,no,no,cellular,30,jan,119,3,-1,0,unknown,no
31,technician,divorced,secondary,202,yes,no,cellular,18,jul,146,1,-1,0,unknown,no
45.81487,management,married,secondary,613.116398,yes,no,cellular,8.466282,may,446.158523,2,419.578801,2.380951,success,yes
30.814051,management,married,secondary,538.404225,no,no,cellular,20.982826,oct,324.672782,1.76143,185.779514,4.931889,success,yes
58,technician,married,secondary,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,no
27.68495,services,single,secondary,170.436074,no,no,cellular,15,jun,173.185692,1,-1,0,unknown,yes
34,management,single,tertiary,0,no,no,cellular,5,feb,71,1,-1,0,unknown,no
60,retired,married,secondary,89,no,no,cellular,30,apr,156,2,-1,0,unknown,no
19.245,management,single,secondary,146.716723,no,no,cellular,10,jul,95.45344,1.154947,-1,0,unknown,yes
51,blue-collar,married,unknown,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no
37.565913,retired,married,tertiary,742.179514,yes,no,cellular,13.338506,apr,349.345678,3.262758,-1,0,unknown,yes
36.08618,management,single,tertiary,5349.954796,no,no,cellular,30,apr,354.699898,1,-1,0,unknown,yes
50,housemaid,married,primary,395,yes,no,unknown,15,may,419,2,-1,0,unknown,no
36.083434,management,married,secondary,2325.852464,yes,no,cellular,20.322539,may,789.678279,5.003281,-1,0,unknown,yes
50,technician,single,secondary,3897,no,no,cellular,26,oct,298,1,-1,0,unknown,no
43,blue-collar,single,secondary,24,no,no,cellular,12,may,68,1,363,1,failure,no
51.685261,blue-collar,married,secondary,-376.420172,yes,no,cellular,4.579779,may,735.527996,1.265502,116.043418,4.653572,unknown,yes
51,blue-collar,married,primary,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no
53,technician,married,secondary,9146,no,no,cellular,13,aug,136,4,-1,0,unknown,no
47,management,married,tertiary,-50,no,yes,cellular,7,jul,175,1,-1,0,unknown,no
43,management,married,tertiary,13044,no,no,cellular,18,aug,36,4,-1,0,unknown,no
40.589017,management,single,tertiary,0,no,no,cellular,12.003095,sep,262.768815,1.816754,27.179056,1.23826,success,yes
36.549532,management,married,secondary,1066.036362,no,no,cellular,11.750757,may,142.959018,2.060495,162.728574,3.478611,unknown,yes
40,management,single,tertiary,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
49,management,married,tertiary,322,no,no,cellular,6,aug,72,4,-1,0,unknown,no
42,blue-collar,married,secondary,117,yes,no,unknown,9,may,147,1,-1,0,unknown,no
48.838213,management,married,secondary,3694.219267,no,no,cellular,17.366735,nov,862.614425,1.970897,59.495144,2.466483,unknown,yes
57,blue-collar,married,primary,195,no,yes,telephone,30,jul,185,4,-1,0,unknown,no
26,admin.,single,tertiary,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,no
51,housemaid,married,unknown,21244,no,yes,cellular,4,aug,166,2,-1,0,unknown,no
64,management,married,tertiary,679,no,no,telephone,22,apr,135,3,-1,0,unknown,no
33,management,single,tertiary,335,no,no,cellular,29,aug,130,4,-1,0,unknown,no
36,services,married,secondary,257,yes,no,cellular,12,may,86,2,-1,0,unknown,no
31,management,married,secondary,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
22,technician,single,secondary,333,no,yes,telephone,12,nov,129,1,-1,0,unknown,no
33.433607,services,married,secondary,670.178747,yes,no,cellular,27.628233,aug,683.821691,2.509846,-1,0,unknown,yes
40,services,married,primary,33,no,no,unknown,26,may,70,3,-1,0,unknown,no
41,technician,married,secondary,77,yes,no,cellular,7,may,56,1,-1,0,unknown,no
39,services,married,secondary,0,yes,no,cellular,8,may,503,1,-1,0,unknown,no
34,technician,single,secondary,105,yes,no,cellular,7,may,146,2,171,3,failure,no
42.047413,blue-collar,married,secondary,-454.268467,yes,no,cellular,16.224598,may,582.468019,1.863818,-1,0,unknown,yes
45,blue-collar,married,primary,0,no,no,cellular,26,aug,454,2,-1,0,unknown,no
38,admin.,married,tertiary,605,no,no,cellular,18,nov,147,2,-1,0,unknown,no
30,self-employed,single,tertiary,901,yes,yes,unknown,16,may,601,1,-1,0,unknown,no
25,management,single,tertiary,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
42,unemployed,divorced,secondary,759,no,no,cellular,28,jan,97,1,169,3,failure,no
32.894773,management,married,secondary,5.88271,yes,no,cellular,17.86825,may,699.925333,1.332989,280.340826,3.752531,failure,yes
46,services,married,secondary,1034,no,no,cellular,8,aug,109,2,-1,0,unknown,no
59,self-employed,married,tertiary,593,no,no,unknown,13,may,64,2,-1,0,unknown,no
31,management,married,tertiary,1010,yes,no,cellular,15,may,385,3,364,9,other,no
34.013173,services,married,secondary,888.958712,yes,no,cellular,10,may,765.052994,1.552668,182.023481,5,unknown,yes
32,entrepreneur,single,tertiary,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
33,services,married,secondary,-333,yes,no,cellular,30,jul,329,5,-1,0,unknown,no
24,blue-collar,married,secondary,-220,yes,no,cellular,2,apr,90,1,-1,0,unknown,no
36,services,married,secondary,1746,yes,no,unknown,26,may,99,1,-1,0,unknown,no
